text,word,language,pair_type,domain,author,meaning
"When discussing knowledge, Quintilian emphasizes how tempus relates to human knowledge.",tempus,latin,control,philosophy,Quintilian,reason vs time
"In considering virtue, Quintilian argues that tempus is fundamental to understanding reality.",tempus,latin,control,philosophy,Quintilian,reason vs time
The relationship between tempus and justice is explored in Lactantius's work.,tempus,latin,control,philosophy,Lactantius,reason vs time
Marcus Aurelius defines tempus as the principle underlying wisdom.,tempus,latin,control,philosophy,Marcus Aurelius,reason vs time
The nature of tempus plays a central role in Seneca's theory of knowledge.,tempus,latin,control,philosophy,Seneca,reason vs time
The nature of tempus plays a central role in Marcus Aurelius's theory of truth.,tempus,latin,control,philosophy,Marcus Aurelius,reason vs time
"When discussing virtue, Lactantius emphasizes how tempus relates to human knowledge.",tempus,latin,control,philosophy,Lactantius,reason vs time
The nature of tempus plays a central role in Seneca's theory of nature.,tempus,latin,control,philosophy,Seneca,reason vs time
Marcus Aurelius defines tempus as the principle underlying being.,tempus,latin,control,philosophy,Marcus Aurelius,reason vs time
The relationship between tempus and reality is explored in Lactantius's work.,tempus,latin,control,philosophy,Lactantius,reason vs time
"When discussing justice, Boethius emphasizes how tempus relates to human knowledge.",tempus,latin,control,philosophy,Boethius,reason vs time
"In considering reality, Varro argues that tempus is fundamental to understanding reality.",tempus,latin,control,philosophy,Varro,reason vs time
The relationship between tempus and being is explored in Varro's work.,tempus,latin,control,philosophy,Varro,reason vs time
The nature of tempus plays a central role in Macrobius's theory of virtue.,tempus,latin,control,philosophy,Macrobius,reason vs time
The nature of tempus plays a central role in Varro's theory of mind.,tempus,latin,control,philosophy,Varro,reason vs time
The nature of tempus plays a central role in Marcus Aurelius's theory of knowledge.,tempus,latin,control,philosophy,Marcus Aurelius,reason vs time
Augustine defines tempus as the principle underlying truth.,tempus,latin,control,philosophy,Augustine,reason vs time
The relationship between tempus and wisdom is explored in Marcus Aurelius's work.,tempus,latin,control,philosophy,Marcus Aurelius,reason vs time
Boethius defines tempus as the principle underlying nature.,tempus,latin,control,philosophy,Boethius,reason vs time
The relationship between tempus and virtue is explored in Lucretius's work.,tempus,latin,control,philosophy,Lucretius,reason vs time
"When discussing virtue, Marcus Aurelius emphasizes how tempus relates to human knowledge.",tempus,latin,control,philosophy,Marcus Aurelius,reason vs time
Marcus Aurelius defines tempus as the principle underlying truth.,tempus,latin,control,philosophy,Marcus Aurelius,reason vs time
The nature of tempus plays a central role in Cicero's theory of virtue.,tempus,latin,control,philosophy,Cicero,reason vs time
Quintilian defines tempus as the principle underlying mind.,tempus,latin,control,philosophy,Quintilian,reason vs time
"When discussing wisdom, Lucretius emphasizes how tempus relates to human knowledge.",tempus,latin,control,philosophy,Lucretius,reason vs time
The relationship between tempus and justice is explored in Marcus Aurelius's work.,tempus,latin,control,philosophy,Marcus Aurelius,reason vs time
The relationship between tempus and mind is explored in Seneca's work.,tempus,latin,control,philosophy,Seneca,reason vs time
"When discussing truth, Cicero emphasizes how tempus relates to human knowledge.",tempus,latin,control,philosophy,Cicero,reason vs time
Augustine defines tempus as the principle underlying soul.,tempus,latin,control,philosophy,Augustine,reason vs time
Lucretius defines tempus as the principle underlying justice.,tempus,latin,control,philosophy,Lucretius,reason vs time
The relationship between tempus and wisdom is explored in Macrobius's work.,tempus,latin,control,philosophy,Macrobius,reason vs time
"In considering truth, Quintilian argues that tempus is fundamental to understanding reality.",tempus,latin,control,philosophy,Quintilian,reason vs time
Cicero defines tempus as the principle underlying nature.,tempus,latin,control,philosophy,Cicero,reason vs time
"When discussing mind, Cicero emphasizes how tempus relates to human knowledge.",tempus,latin,control,philosophy,Cicero,reason vs time
The nature of tempus plays a central role in Marcus Aurelius's theory of justice.,tempus,latin,control,philosophy,Marcus Aurelius,reason vs time
The nature of tempus plays a central role in Macrobius's theory of reality.,tempus,latin,control,philosophy,Macrobius,reason vs time
The nature of tempus plays a central role in Lucretius's theory of truth.,tempus,latin,control,philosophy,Lucretius,reason vs time
The nature of ψυχή plays a central role in Zeno's theory of nature.,ψυχή,greek,control,philosophy,Zeno,soul vs body
"When discussing virtue, Aristotle emphasizes how ψυχή relates to human knowledge.",ψυχή,greek,control,philosophy,Aristotle,soul vs body
"When discussing virtue, Democritus emphasizes how ψυχή relates to human knowledge.",ψυχή,greek,control,philosophy,Democritus,soul vs body
"In considering virtue, Pythagoras argues that ψυχή is fundamental to understanding reality.",ψυχή,greek,control,philosophy,Pythagoras,soul vs body
Parmenides defines ψυχή as the principle underlying knowledge.,ψυχή,greek,control,philosophy,Parmenides,soul vs body
"In considering being, Plotinus argues that ψυχή is fundamental to understanding reality.",ψυχή,greek,control,philosophy,Plotinus,soul vs body
"When discussing mind, Plotinus emphasizes how ψυχή relates to human knowledge.",ψυχή,greek,control,philosophy,Plotinus,soul vs body
"When discussing being, Epicurus emphasizes how ψυχή relates to human knowledge.",ψυχή,greek,control,philosophy,Epicurus,soul vs body
The nature of ψυχή plays a central role in Pythagoras's theory of virtue.,ψυχή,greek,control,philosophy,Pythagoras,soul vs body
"When discussing justice, Plotinus emphasizes how ψυχή relates to human knowledge.",ψυχή,greek,control,philosophy,Plotinus,soul vs body
The relationship between ψυχή and reality is explored in Aristotle's work.,ψυχή,greek,control,philosophy,Aristotle,soul vs body
The relationship between ψυχή and wisdom is explored in Plato's work.,ψυχή,greek,control,philosophy,Plato,soul vs body
"In considering knowledge, Plotinus argues that ψυχή is fundamental to understanding reality.",ψυχή,greek,control,philosophy,Plotinus,soul vs body
"When discussing wisdom, Plotinus emphasizes how ψυχή relates to human knowledge.",ψυχή,greek,control,philosophy,Plotinus,soul vs body
"In considering soul, Democritus argues that ψυχή is fundamental to understanding reality.",ψυχή,greek,control,philosophy,Democritus,soul vs body
"In considering being, Aristotle argues that ψυχή is fundamental to understanding reality.",ψυχή,greek,control,philosophy,Aristotle,soul vs body
The relationship between ψυχή and mind is explored in Plato's work.,ψυχή,greek,control,philosophy,Plato,soul vs body
"When discussing nature, Democritus emphasizes how ψυχή relates to human knowledge.",ψυχή,greek,control,philosophy,Democritus,soul vs body
Heraclitus defines ψυχή as the principle underlying soul.,ψυχή,greek,control,philosophy,Heraclitus,soul vs body
The nature of ψυχή plays a central role in Pythagoras's theory of mind.,ψυχή,greek,control,philosophy,Pythagoras,soul vs body
The nature of ψυχή plays a central role in Zeno's theory of soul.,ψυχή,greek,control,philosophy,Zeno,soul vs body
The relationship between ψυχή and mind is explored in Zeno's work.,ψυχή,greek,control,philosophy,Zeno,soul vs body
Zeno defines ψυχή as the principle underlying soul.,ψυχή,greek,control,philosophy,Zeno,soul vs body
"In considering virtue, Parmenides argues that ψυχή is fundamental to understanding reality.",ψυχή,greek,control,philosophy,Parmenides,soul vs body
Pythagoras defines ψυχή as the principle underlying justice.,ψυχή,greek,control,philosophy,Pythagoras,soul vs body
The nature of ψυχή plays a central role in Plotinus's theory of being.,ψυχή,greek,control,philosophy,Plotinus,soul vs body
"In considering truth, Pythagoras argues that ψυχή is fundamental to understanding reality.",ψυχή,greek,control,philosophy,Pythagoras,soul vs body
The relationship between ψυχή and reality is explored in Aristotle's work.,ψυχή,greek,control,philosophy,Aristotle,soul vs body
The relationship between ψυχή and mind is explored in Aristotle's work.,ψυχή,greek,control,philosophy,Aristotle,soul vs body
"When discussing virtue, Pythagoras emphasizes how ψυχή relates to human knowledge.",ψυχή,greek,control,philosophy,Pythagoras,soul vs body
"When discussing virtue, Parmenides emphasizes how ψυχή relates to human knowledge.",ψυχή,greek,control,philosophy,Parmenides,soul vs body
The nature of ψυχή plays a central role in Pythagoras's theory of nature.,ψυχή,greek,control,philosophy,Pythagoras,soul vs body
The nature of ψυχή plays a central role in Heraclitus's theory of being.,ψυχή,greek,control,philosophy,Heraclitus,soul vs body
Plato defines ψυχή as the principle underlying knowledge.,ψυχή,greek,control,philosophy,Plato,soul vs body
"In considering wisdom, Plato argues that ψυχή is fundamental to understanding reality.",ψυχή,greek,control,philosophy,Plato,soul vs body
The nature of ψυχή plays a central role in Democritus's theory of nature.,ψυχή,greek,control,philosophy,Democritus,soul vs body
Democritus defines ψυχή as the principle underlying justice.,ψυχή,greek,control,philosophy,Democritus,soul vs body
The nature of ψυχή plays a central role in Plato's theory of virtue.,ψυχή,greek,control,philosophy,Plato,soul vs body
The nature of ψυχή plays a central role in Chrysippus's theory of knowledge.,ψυχή,greek,control,philosophy,Chrysippus,soul vs body
Zeno defines ψυχή as the principle underlying wisdom.,ψυχή,greek,control,philosophy,Zeno,soul vs body
Parmenides defines ψυχή as the principle underlying wisdom.,ψυχή,greek,control,philosophy,Parmenides,soul vs body
"In considering soul, Pythagoras argues that ψυχή is fundamental to understanding reality.",ψυχή,greek,control,philosophy,Pythagoras,soul vs body
The relationship between ψυχή and soul is explored in Chrysippus's work.,ψυχή,greek,control,philosophy,Chrysippus,soul vs body
"When discussing justice, Epicurus emphasizes how ψυχή relates to human knowledge.",ψυχή,greek,control,philosophy,Epicurus,soul vs body
The nature of ψυχή plays a central role in Heraclitus's theory of knowledge.,ψυχή,greek,control,philosophy,Heraclitus,soul vs body
Heraclitus defines ψυχή as the principle underlying mind.,ψυχή,greek,control,philosophy,Heraclitus,soul vs body
Epicurus defines ψυχή as the principle underlying wisdom.,ψυχή,greek,control,philosophy,Epicurus,soul vs body
The relationship between ψυχή and wisdom is explored in Zeno's work.,ψυχή,greek,control,philosophy,Zeno,soul vs body
"In considering wisdom, Chrysippus argues that ψυχή is fundamental to understanding reality.",ψυχή,greek,control,philosophy,Chrysippus,soul vs body
The nature of ψυχή plays a central role in Democritus's theory of wisdom.,ψυχή,greek,control,philosophy,Democritus,soul vs body
"When discussing truth, Quintilian emphasizes how corpus relates to human knowledge.",corpus,latin,control,philosophy,Quintilian,soul vs body
The relationship between corpus and truth is explored in Marcus Aurelius's work.,corpus,latin,control,philosophy,Marcus Aurelius,soul vs body
The nature of corpus plays a central role in Augustine's theory of truth.,corpus,latin,control,philosophy,Augustine,soul vs body
The relationship between corpus and truth is explored in Quintilian's work.,corpus,latin,control,philosophy,Quintilian,soul vs body
Augustine defines corpus as the principle underlying justice.,corpus,latin,control,philosophy,Augustine,soul vs body
The relationship between corpus and justice is explored in Quintilian's work.,corpus,latin,control,philosophy,Quintilian,soul vs body
"When discussing mind, Augustine emphasizes how corpus relates to human knowledge.",corpus,latin,control,philosophy,Augustine,soul vs body
The nature of corpus plays a central role in Boethius's theory of soul.,corpus,latin,control,philosophy,Boethius,soul vs body
Cicero defines corpus as the principle underlying soul.,corpus,latin,control,philosophy,Cicero,soul vs body
Macrobius defines corpus as the principle underlying nature.,corpus,latin,control,philosophy,Macrobius,soul vs body
"When discussing nature, Macrobius emphasizes how corpus relates to human knowledge.",corpus,latin,control,philosophy,Macrobius,soul vs body
The relationship between corpus and wisdom is explored in Quintilian's work.,corpus,latin,control,philosophy,Quintilian,soul vs body
The nature of corpus plays a central role in Seneca's theory of reality.,corpus,latin,control,philosophy,Seneca,soul vs body
"In considering soul, Cicero argues that corpus is fundamental to understanding reality.",corpus,latin,control,philosophy,Cicero,soul vs body
"When discussing reality, Boethius emphasizes how corpus relates to human knowledge.",corpus,latin,control,philosophy,Boethius,soul vs body
Quintilian defines corpus as the principle underlying truth.,corpus,latin,control,philosophy,Quintilian,soul vs body
The relationship between corpus and justice is explored in Lactantius's work.,corpus,latin,control,philosophy,Lactantius,soul vs body
Boethius defines corpus as the principle underlying nature.,corpus,latin,control,philosophy,Boethius,soul vs body
Lactantius defines corpus as the principle underlying nature.,corpus,latin,control,philosophy,Lactantius,soul vs body
"When discussing being, Cicero emphasizes how corpus relates to human knowledge.",corpus,latin,control,philosophy,Cicero,soul vs body
"When discussing nature, Marcus Aurelius emphasizes how corpus relates to human knowledge.",corpus,latin,control,philosophy,Marcus Aurelius,soul vs body
Seneca defines corpus as the principle underlying mind.,corpus,latin,control,philosophy,Seneca,soul vs body
Boethius defines corpus as the principle underlying reality.,corpus,latin,control,philosophy,Boethius,soul vs body
The relationship between corpus and justice is explored in Lucretius's work.,corpus,latin,control,philosophy,Lucretius,soul vs body
The nature of corpus plays a central role in Quintilian's theory of wisdom.,corpus,latin,control,philosophy,Quintilian,soul vs body
The relationship between corpus and truth is explored in Marcus Aurelius's work.,corpus,latin,control,philosophy,Marcus Aurelius,soul vs body
"In considering soul, Seneca argues that corpus is fundamental to understanding reality.",corpus,latin,control,philosophy,Seneca,soul vs body
The relationship between corpus and virtue is explored in Boethius's work.,corpus,latin,control,philosophy,Boethius,soul vs body
The relationship between corpus and truth is explored in Augustine's work.,corpus,latin,control,philosophy,Augustine,soul vs body
"When discussing knowledge, Augustine emphasizes how corpus relates to human knowledge.",corpus,latin,control,philosophy,Augustine,soul vs body
"When discussing mind, Lucretius emphasizes how corpus relates to human knowledge.",corpus,latin,control,philosophy,Lucretius,soul vs body
Augustine defines corpus as the principle underlying wisdom.,corpus,latin,control,philosophy,Augustine,soul vs body
The relationship between corpus and reality is explored in Lucretius's work.,corpus,latin,control,philosophy,Lucretius,soul vs body
"When discussing justice, Augustine emphasizes how corpus relates to human knowledge.",corpus,latin,control,philosophy,Augustine,soul vs body
The relationship between corpus and justice is explored in Lucretius's work.,corpus,latin,control,philosophy,Lucretius,soul vs body
The nature of corpus plays a central role in Lucretius's theory of reality.,corpus,latin,control,philosophy,Lucretius,soul vs body
The relationship between corpus and justice is explored in Cicero's work.,corpus,latin,control,philosophy,Cicero,soul vs body
The nature of corpus plays a central role in Varro's theory of soul.,corpus,latin,control,philosophy,Varro,soul vs body
Quintilian defines corpus as the principle underlying being.,corpus,latin,control,philosophy,Quintilian,soul vs body
"In considering nature, Marcus Aurelius argues that corpus is fundamental to understanding reality.",corpus,latin,control,philosophy,Marcus Aurelius,soul vs body
"When discussing soul, Seneca emphasizes how corpus relates to human knowledge.",corpus,latin,control,philosophy,Seneca,soul vs body
The nature of corpus plays a central role in Lactantius's theory of nature.,corpus,latin,control,philosophy,Lactantius,soul vs body
Quintilian defines corpus as the principle underlying truth.,corpus,latin,control,philosophy,Quintilian,soul vs body
"In considering justice, Marcus Aurelius argues that corpus is fundamental to understanding reality.",corpus,latin,control,philosophy,Marcus Aurelius,soul vs body
"When discussing nature, Marcus Aurelius emphasizes how corpus relates to human knowledge.",corpus,latin,control,philosophy,Marcus Aurelius,soul vs body
Lactantius defines corpus as the principle underlying truth.,corpus,latin,control,philosophy,Lactantius,soul vs body
"When discussing wisdom, Lactantius emphasizes how corpus relates to human knowledge.",corpus,latin,control,philosophy,Lactantius,soul vs body
"When discussing nature, Lactantius emphasizes how corpus relates to human knowledge.",corpus,latin,control,philosophy,Lactantius,soul vs body
Lactantius defines corpus as the principle underlying nature.,corpus,latin,control,philosophy,Lactantius,soul vs body
"In considering nature, Quintilian argues that corpus is fundamental to understanding reality.",corpus,latin,control,philosophy,Quintilian,soul vs body
"When discussing knowledge, Epicurus emphasizes how σοφία relates to human knowledge.",σοφία,greek,control,philosophy,Epicurus,wisdom vs life
"In considering wisdom, Plato argues that σοφία is fundamental to understanding reality.",σοφία,greek,control,philosophy,Plato,wisdom vs life
"When discussing nature, Epicurus emphasizes how σοφία relates to human knowledge.",σοφία,greek,control,philosophy,Epicurus,wisdom vs life
"When discussing reality, Chrysippus emphasizes how σοφία relates to human knowledge.",σοφία,greek,control,philosophy,Chrysippus,wisdom vs life
The relationship between σοφία and soul is explored in Democritus's work.,σοφία,greek,control,philosophy,Democritus,wisdom vs life
"When discussing nature, Plato emphasizes how σοφία relates to human knowledge.",σοφία,greek,control,philosophy,Plato,wisdom vs life
"In considering being, Zeno argues that σοφία is fundamental to understanding reality.",σοφία,greek,control,philosophy,Zeno,wisdom vs life
The relationship between σοφία and justice is explored in Plotinus's work.,σοφία,greek,control,philosophy,Plotinus,wisdom vs life
The relationship between σοφία and truth is explored in Zeno's work.,σοφία,greek,control,philosophy,Zeno,wisdom vs life
"In considering being, Chrysippus argues that σοφία is fundamental to understanding reality.",σοφία,greek,control,philosophy,Chrysippus,wisdom vs life
The relationship between σοφία and nature is explored in Aristotle's work.,σοφία,greek,control,philosophy,Aristotle,wisdom vs life
"When discussing mind, Heraclitus emphasizes how σοφία relates to human knowledge.",σοφία,greek,control,philosophy,Heraclitus,wisdom vs life
"When discussing reality, Zeno emphasizes how σοφία relates to human knowledge.",σοφία,greek,control,philosophy,Zeno,wisdom vs life
The nature of σοφία plays a central role in Chrysippus's theory of soul.,σοφία,greek,control,philosophy,Chrysippus,wisdom vs life
Heraclitus defines σοφία as the principle underlying knowledge.,σοφία,greek,control,philosophy,Heraclitus,wisdom vs life
Democritus defines σοφία as the principle underlying virtue.,σοφία,greek,control,philosophy,Democritus,wisdom vs life
The relationship between σοφία and being is explored in Plotinus's work.,σοφία,greek,control,philosophy,Plotinus,wisdom vs life
Heraclitus defines σοφία as the principle underlying nature.,σοφία,greek,control,philosophy,Heraclitus,wisdom vs life
Heraclitus defines σοφία as the principle underlying mind.,σοφία,greek,control,philosophy,Heraclitus,wisdom vs life
The relationship between σοφία and wisdom is explored in Aristotle's work.,σοφία,greek,control,philosophy,Aristotle,wisdom vs life
The relationship between σοφία and soul is explored in Aristotle's work.,σοφία,greek,control,philosophy,Aristotle,wisdom vs life
The nature of σοφία plays a central role in Chrysippus's theory of mind.,σοφία,greek,control,philosophy,Chrysippus,wisdom vs life
The relationship between σοφία and justice is explored in Plotinus's work.,σοφία,greek,control,philosophy,Plotinus,wisdom vs life
"In considering virtue, Epicurus argues that σοφία is fundamental to understanding reality.",σοφία,greek,control,philosophy,Epicurus,wisdom vs life
"When discussing reality, Parmenides emphasizes how σοφία relates to human knowledge.",σοφία,greek,control,philosophy,Parmenides,wisdom vs life
Plotinus defines σοφία as the principle underlying nature.,σοφία,greek,control,philosophy,Plotinus,wisdom vs life
"When discussing soul, Zeno emphasizes how σοφία relates to human knowledge.",σοφία,greek,control,philosophy,Zeno,wisdom vs life
"When discussing nature, Plotinus emphasizes how σοφία relates to human knowledge.",σοφία,greek,control,philosophy,Plotinus,wisdom vs life
The nature of σοφία plays a central role in Parmenides's theory of mind.,σοφία,greek,control,philosophy,Parmenides,wisdom vs life
The nature of σοφία plays a central role in Aristotle's theory of nature.,σοφία,greek,control,philosophy,Aristotle,wisdom vs life
"In considering nature, Zeno argues that σοφία is fundamental to understanding reality.",σοφία,greek,control,philosophy,Zeno,wisdom vs life
"When discussing mind, Zeno emphasizes how σοφία relates to human knowledge.",σοφία,greek,control,philosophy,Zeno,wisdom vs life
Aristotle defines σοφία as the principle underlying soul.,σοφία,greek,control,philosophy,Aristotle,wisdom vs life
The relationship between σοφία and knowledge is explored in Plotinus's work.,σοφία,greek,control,philosophy,Plotinus,wisdom vs life
"In considering virtue, Plato argues that σοφία is fundamental to understanding reality.",σοφία,greek,control,philosophy,Plato,wisdom vs life
"In considering virtue, Parmenides argues that σοφία is fundamental to understanding reality.",σοφία,greek,control,philosophy,Parmenides,wisdom vs life
The nature of σοφία plays a central role in Democritus's theory of wisdom.,σοφία,greek,control,philosophy,Democritus,wisdom vs life
The relationship between σοφία and truth is explored in Zeno's work.,σοφία,greek,control,philosophy,Zeno,wisdom vs life
The nature of σοφία plays a central role in Pythagoras's theory of mind.,σοφία,greek,control,philosophy,Pythagoras,wisdom vs life
"When discussing truth, Democritus emphasizes how σοφία relates to human knowledge.",σοφία,greek,control,philosophy,Democritus,wisdom vs life
The relationship between σοφία and reality is explored in Heraclitus's work.,σοφία,greek,control,philosophy,Heraclitus,wisdom vs life
"When discussing justice, Plato emphasizes how σοφία relates to human knowledge.",σοφία,greek,control,philosophy,Plato,wisdom vs life
"In considering soul, Zeno argues that σοφία is fundamental to understanding reality.",σοφία,greek,control,philosophy,Zeno,wisdom vs life
Zeno defines σοφία as the principle underlying virtue.,σοφία,greek,control,philosophy,Zeno,wisdom vs life
"When discussing mind, Parmenides emphasizes how σοφία relates to human knowledge.",σοφία,greek,control,philosophy,Parmenides,wisdom vs life
"In considering mind, Aristotle argues that σοφία is fundamental to understanding reality.",σοφία,greek,control,philosophy,Aristotle,wisdom vs life
The nature of σοφία plays a central role in Plato's theory of soul.,σοφία,greek,control,philosophy,Plato,wisdom vs life
"When discussing knowledge, Epicurus emphasizes how σοφία relates to human knowledge.",σοφία,greek,control,philosophy,Epicurus,wisdom vs life
The nature of σοφία plays a central role in Plotinus's theory of nature.,σοφία,greek,control,philosophy,Plotinus,wisdom vs life
The nature of σοφία plays a central role in Chrysippus's theory of being.,σοφία,greek,control,philosophy,Chrysippus,wisdom vs life
The relationship between vita and virtue is explored in Cicero's work.,vita,latin,control,philosophy,Cicero,wisdom vs life
"In considering mind, Cicero argues that vita is fundamental to understanding reality.",vita,latin,control,philosophy,Cicero,wisdom vs life
The relationship between vita and mind is explored in Augustine's work.,vita,latin,control,philosophy,Augustine,wisdom vs life
"When discussing virtue, Macrobius emphasizes how vita relates to human knowledge.",vita,latin,control,philosophy,Macrobius,wisdom vs life
"In considering justice, Seneca argues that vita is fundamental to understanding reality.",vita,latin,control,philosophy,Seneca,wisdom vs life
"When discussing reality, Varro emphasizes how vita relates to human knowledge.",vita,latin,control,philosophy,Varro,wisdom vs life
"When discussing reality, Quintilian emphasizes how vita relates to human knowledge.",vita,latin,control,philosophy,Quintilian,wisdom vs life
Quintilian defines vita as the principle underlying wisdom.,vita,latin,control,philosophy,Quintilian,wisdom vs life
The nature of vita plays a central role in Macrobius's theory of knowledge.,vita,latin,control,philosophy,Macrobius,wisdom vs life
"In considering reality, Augustine argues that vita is fundamental to understanding reality.",vita,latin,control,philosophy,Augustine,wisdom vs life
"In considering justice, Augustine argues that vita is fundamental to understanding reality.",vita,latin,control,philosophy,Augustine,wisdom vs life
"In considering reality, Marcus Aurelius argues that vita is fundamental to understanding reality.",vita,latin,control,philosophy,Marcus Aurelius,wisdom vs life
Boethius defines vita as the principle underlying being.,vita,latin,control,philosophy,Boethius,wisdom vs life
The relationship between vita and truth is explored in Cicero's work.,vita,latin,control,philosophy,Cicero,wisdom vs life
The relationship between vita and soul is explored in Boethius's work.,vita,latin,control,philosophy,Boethius,wisdom vs life
"When discussing being, Cicero emphasizes how vita relates to human knowledge.",vita,latin,control,philosophy,Cicero,wisdom vs life
Varro defines vita as the principle underlying soul.,vita,latin,control,philosophy,Varro,wisdom vs life
Marcus Aurelius defines vita as the principle underlying justice.,vita,latin,control,philosophy,Marcus Aurelius,wisdom vs life
The relationship between vita and being is explored in Seneca's work.,vita,latin,control,philosophy,Seneca,wisdom vs life
The relationship between vita and justice is explored in Quintilian's work.,vita,latin,control,philosophy,Quintilian,wisdom vs life
"When discussing reality, Augustine emphasizes how vita relates to human knowledge.",vita,latin,control,philosophy,Augustine,wisdom vs life
"In considering mind, Lucretius argues that vita is fundamental to understanding reality.",vita,latin,control,philosophy,Lucretius,wisdom vs life
"When discussing being, Macrobius emphasizes how vita relates to human knowledge.",vita,latin,control,philosophy,Macrobius,wisdom vs life
Seneca defines vita as the principle underlying nature.,vita,latin,control,philosophy,Seneca,wisdom vs life
The nature of vita plays a central role in Augustine's theory of soul.,vita,latin,control,philosophy,Augustine,wisdom vs life
The relationship between vita and mind is explored in Augustine's work.,vita,latin,control,philosophy,Augustine,wisdom vs life
The nature of vita plays a central role in Boethius's theory of knowledge.,vita,latin,control,philosophy,Boethius,wisdom vs life
Cicero defines vita as the principle underlying virtue.,vita,latin,control,philosophy,Cicero,wisdom vs life
The nature of vita plays a central role in Marcus Aurelius's theory of justice.,vita,latin,control,philosophy,Marcus Aurelius,wisdom vs life
"When discussing mind, Cicero emphasizes how vita relates to human knowledge.",vita,latin,control,philosophy,Cicero,wisdom vs life
"In considering reality, Macrobius argues that vita is fundamental to understanding reality.",vita,latin,control,philosophy,Macrobius,wisdom vs life
"In considering justice, Marcus Aurelius argues that vita is fundamental to understanding reality.",vita,latin,control,philosophy,Marcus Aurelius,wisdom vs life
The nature of vita plays a central role in Macrobius's theory of virtue.,vita,latin,control,philosophy,Macrobius,wisdom vs life
"In considering wisdom, Lactantius argues that vita is fundamental to understanding reality.",vita,latin,control,philosophy,Lactantius,wisdom vs life
The nature of vita plays a central role in Augustine's theory of mind.,vita,latin,control,philosophy,Augustine,wisdom vs life
The relationship between vita and knowledge is explored in Lucretius's work.,vita,latin,control,philosophy,Lucretius,wisdom vs life
"When discussing reality, Augustine emphasizes how vita relates to human knowledge.",vita,latin,control,philosophy,Augustine,wisdom vs life
"In considering nature, Seneca argues that vita is fundamental to understanding reality.",vita,latin,control,philosophy,Seneca,wisdom vs life
Seneca defines vita as the principle underlying knowledge.,vita,latin,control,philosophy,Seneca,wisdom vs life
Boethius defines vita as the principle underlying wisdom.,vita,latin,control,philosophy,Boethius,wisdom vs life
Varro defines vita as the principle underlying virtue.,vita,latin,control,philosophy,Varro,wisdom vs life
The relationship between vita and justice is explored in Quintilian's work.,vita,latin,control,philosophy,Quintilian,wisdom vs life
"In considering being, Boethius argues that vita is fundamental to understanding reality.",vita,latin,control,philosophy,Boethius,wisdom vs life
"When discussing knowledge, Varro emphasizes how vita relates to human knowledge.",vita,latin,control,philosophy,Varro,wisdom vs life
"In considering being, Varro argues that vita is fundamental to understanding reality.",vita,latin,control,philosophy,Varro,wisdom vs life
The relationship between vita and soul is explored in Quintilian's work.,vita,latin,control,philosophy,Quintilian,wisdom vs life
"In considering wisdom, Lucretius argues that vita is fundamental to understanding reality.",vita,latin,control,philosophy,Lucretius,wisdom vs life
The relationship between vita and wisdom is explored in Marcus Aurelius's work.,vita,latin,control,philosophy,Marcus Aurelius,wisdom vs life
The relationship between vita and justice is explored in Boethius's work.,vita,latin,control,philosophy,Boethius,wisdom vs life
"In considering nature, Lactantius argues that vita is fundamental to understanding reality.",vita,latin,control,philosophy,Lactantius,wisdom vs life
The relationship between νοῦς and virtue is explored in Aristotle's work.,νοῦς,greek,control,philosophy,Aristotle,mind vs death
The nature of νοῦς plays a central role in Chrysippus's theory of soul.,νοῦς,greek,control,philosophy,Chrysippus,mind vs death
"When discussing being, Heraclitus emphasizes how νοῦς relates to human knowledge.",νοῦς,greek,control,philosophy,Heraclitus,mind vs death
Chrysippus defines νοῦς as the principle underlying justice.,νοῦς,greek,control,philosophy,Chrysippus,mind vs death
"When discussing knowledge, Pythagoras emphasizes how νοῦς relates to human knowledge.",νοῦς,greek,control,philosophy,Pythagoras,mind vs death
Heraclitus defines νοῦς as the principle underlying wisdom.,νοῦς,greek,control,philosophy,Heraclitus,mind vs death
The relationship between νοῦς and justice is explored in Parmenides's work.,νοῦς,greek,control,philosophy,Parmenides,mind vs death
Plato defines νοῦς as the principle underlying knowledge.,νοῦς,greek,control,philosophy,Plato,mind vs death
"In considering virtue, Democritus argues that νοῦς is fundamental to understanding reality.",νοῦς,greek,control,philosophy,Democritus,mind vs death
Zeno defines νοῦς as the principle underlying virtue.,νοῦς,greek,control,philosophy,Zeno,mind vs death
The relationship between νοῦς and wisdom is explored in Plotinus's work.,νοῦς,greek,control,philosophy,Plotinus,mind vs death
Epicurus defines νοῦς as the principle underlying being.,νοῦς,greek,control,philosophy,Epicurus,mind vs death
The nature of νοῦς plays a central role in Democritus's theory of knowledge.,νοῦς,greek,control,philosophy,Democritus,mind vs death
The relationship between νοῦς and knowledge is explored in Epicurus's work.,νοῦς,greek,control,philosophy,Epicurus,mind vs death
The relationship between νοῦς and reality is explored in Plotinus's work.,νοῦς,greek,control,philosophy,Plotinus,mind vs death
Heraclitus defines νοῦς as the principle underlying virtue.,νοῦς,greek,control,philosophy,Heraclitus,mind vs death
"In considering being, Democritus argues that νοῦς is fundamental to understanding reality.",νοῦς,greek,control,philosophy,Democritus,mind vs death
Epicurus defines νοῦς as the principle underlying justice.,νοῦς,greek,control,philosophy,Epicurus,mind vs death
